transaction_id,sender_account_id,receiver_account_id,transaction_amount,transaction_timestamp,transaction_type,payment_channel,merchant_category,transaction_status,currency,device_id,session_id,user_id,account_age_days,current_balance,account_type,age,occupation,monthly_income,home_country,kyc_status,device_type,registered_device_match,rooted_device,emulator_detected,app_version,authentication_method,otp_verified,biometric_verified,failed_pin_attempts,session_duration,session_trust_score,sim_binding_verified,average_transaction_amount,previous_transaction_timestamp,transactions_last_1h,transactions_last_24h,international_transaction_history,last_transaction_latitude,last_transaction_longitude,last_transaction_city,hour_of_day,day_of_week,market_volatility_index,recipient_seen_before,recipient_verified,recipient_account_age_days,recipient_country,latitude,longitude,city,country,ip_country,RecipientGNNScore,is_fraud
TXN000003725,ACC0042568,ACC0124132,1726.07,19/08/2025 09:14,Bank Transfer,UPI,Travel,Success,INR,DEV0039116,SES00391689,USR032613,1218,54692,Savings,52,Business Owner,1179085,India,Verified,Android,TRUE,FALSE,FALSE,1.0.0,Password + OTP,TRUE,TRUE,1,256,0.96,TRUE,2629.1,29/12/2025 12:35,4,12,FALSE,13.067329,80.284756,Chennai,9,Tuesday,18.46,1,1,3477,India,13.067329,80.284756,Chennai,India,India,,0
TXN000004140,ACC0081012,ACC0106935,2258.75,19/08/2025 12:06,P2M,UPI,Shopping,Success,INR,DEV0074647,SES00747797,USR062215,2640,18362,Savings,40,Business Owner,63141,India,Verified,Android,TRUE,FALSE,TRUE,2.0.0,Password + OTP,TRUE,FALSE,0,172,0.46,TRUE,1785.34,07/11/2025 07:23,0,20,FALSE,26.858921,80.964418,Lucknow,12,Tuesday,15.05,1,1,1216,India,26.858921,80.964418,Lucknow,India,India,,0
TXN000004157,ACC0041435,ACC0061304,997.12,18/08/2025 00:28,P2M,UPI,Rent,Success,INR,DEV0038057,SES00381049,USR031748,575,34194,Business,26,Salaried Employee,20061,India,Verified,Android,TRUE,FALSE,FALSE,1.2.0,Password + OTP,TRUE,TRUE,0,50,0.89,TRUE,3283.42,04/09/2025 18:16,2,9,FALSE,26.857058,80.947392,Lucknow,0,Monday,15.08,1,1,1865,India,26.857058,80.947392,Lucknow,India,India,,0
TXN000004467,ACC0032698,ACC0045391,1187.79,19/08/2025 03:15,P2M,UPI,Insurance,Success,INR,DEV0030053,SES00300609,USR025045,2655,164324,Business,66,Retired,21382,India,Verified,Android,TRUE,FALSE,FALSE,1.1.0,Password + OTP,TRUE,FALSE,0,107,0.99,TRUE,5101.36,28/09/2025 03:45,1,2,FALSE,13.09988,80.272322,Chennai,3,Tuesday,25.03,1,1,1505,India,13.09988,80.272322,Chennai,India,India,,0
TXN000004511,ACC0031350,ACC0019567,401.18,24/08/2025 03:34,P2P,Credit Card,Travel,Success,INR,DEV0028823,SES00288437,USR024016,1512,93564,Current,64,Retired,57422,India,Verified,Android,TRUE,FALSE,FALSE,2.0.0,PIN,TRUE,FALSE,1,115,0.95,TRUE,1328.94,28/08/2025 06:15,2,18,FALSE,28.607542,77.211537,Delhi,3,Sunday,19.02,1,1,3008,India,28.607542,77.211537,Delhi,India,India,,0
TXN000004572,ACC0068715,ACC0127375,905.38,23/08/2025 00:17,Bank Transfer,Credit Card,Utilities,Success,INR,DEV0063286,SES00633902,USR052749,1735,103203,Savings,46,Salaried Employee,56762,India,Verified,Android,TRUE,FALSE,FALSE,1.0.0,Biometric + OTP,TRUE,TRUE,0,85,0.96,TRUE,2184.48,23/08/2025 00:17,2,19,FALSE,28.611619,77.215338,Delhi,0,Saturday,21.83,1,1,1963,India,28.611619,77.215338,Delhi,India,India,,0
TXN000004598,ACC0029118,ACC0106686,2599.36,19/08/2025 06:52,P2M,UPI,Entertainment,Success,INR,DEV0026777,SES00267987,USR022307,3332,11422,Current,54,Salaried Employee,37006,India,Verified,iPhone,TRUE,FALSE,FALSE,1.2.0,Password,TRUE,FALSE,1,121,0.87,TRUE,5124.73,22/12/2025 00:02,3,10,FALSE,12.956466,77.599602,Bengaluru,6,Tuesday,29.12,1,1,867,India,12.956466,77.599602,Bengaluru,India,India,,0
TXN000004851,ACC0129997,ACC0009129,1772.28,18/08/2025 04:58,P2P,UPI,Fuel,Success,INR,DEV0119776,SES01198522,USR099872,3300,15466,Business,49,Self-employed,45851,India,Verified,Android,TRUE,FALSE,FALSE,1.1.0,PIN,TRUE,TRUE,0,258,0.89,TRUE,3694.25,17/12/2025 05:41,2,19,FALSE,19.059747,72.883123,Mumbai,4,Monday,18.8,1,1,1839,India,19.059747,72.883123,Mumbai,India,India,,0
TXN000004945,ACC0069604,ACC0009888,644.44,18/08/2025 12:56,P2P,UPI,Entertainment,Success,INR,DEV0064087,SES00642003,USR053420,2793,73520,Business,68,Retired,40450,India,Verified,Android,TRUE,FALSE,FALSE,1.1.0,Password + OTP,TRUE,TRUE,2,82,0.87,TRUE,2073.5,15/11/2025 21:58,0,4,FALSE,18.531583,73.861476,Pune,12,Monday,21.67,1,1,2981,India,18.531583,73.861476,Pune,India,India,,0
TXN000005063,ACC0110547,ACC0018738,6451.05,18/08/2025 12:02,P2M,UPI,Utilities,Success,INR,DEV0101821,SES01019432,USR084889,3470,209850,Savings,72,Retired,24110,India,Verified,Android,TRUE,FALSE,FALSE,1.0.0,Biometric,TRUE,FALSE,1,92,0.99,TRUE,2459.15,28/12/2025 10:10,5,14,FALSE,23.026305,72.589867,Ahmedabad,12,Monday,21.01,1,0,3194,India,23.026305,72.589867,Ahmedabad,India,India,,0
TXN000005086,ACC0027294,ACC0093760,1314.6,24/08/2025 12:54,P2P,UPI,Shopping,Success,INR,DEV0025122,SES00251301,USR020921,2789,41940,Salary,34,Homemaker,22052,India,Verified,iPhone,TRUE,FALSE,FALSE,1.2.0,PIN,TRUE,FALSE,2,255,0.89,TRUE,3015.98,06/10/2025 00:48,3,11,FALSE,12.952722,77.602819,Bengaluru,12,Sunday,21.87,1,1,2652,India,12.952722,77.602819,Bengaluru,India,India,,0
TXN000005293,ACC0035736,ACC0036075,385.51,19/08/2025 18:20,P2M,IMPS,Shopping,Success,INR,DEV0032786,SES00328146,USR027347,2921,92330,Salary,74,Retired,30885,India,Verified,Android,TRUE,FALSE,FALSE,1.1.0,PIN,TRUE,TRUE,2,301,0.9,TRUE,1121.48,16/11/2025 15:25,2,20,FALSE,28.632447,77.206147,Delhi,18,Tuesday,14.03,1,1,864,India,28.632447,77.206147,Delhi,India,India,,0
TXN000005522,ACC0091711,ACC0097992,681.52,18/08/2025 09:41,P2P,IMPS,Groceries,Success,INR,DEV0084460,SES00846165,USR070440,1549,148777,Business,36,Salaried Employee,55420,India,Verified,Android,TRUE,FALSE,FALSE,1.1.0,PIN,TRUE,FALSE,0,235,1,TRUE,2667.49,06/10/2025 01:42,0,16,FALSE,17.383606,78.481013,Hyderabad,9,Monday,24.48,1,1,2894,India,17.383606,78.481013,Hyderabad,India,India,,0
TXN000005577,ACC0002408,ACC0076082,4488.01,21/08/2025 05:56,Bank Transfer,IMPS,Fuel,Success,INR,DEV0002175,SES00021613,USR001844,2262,6633,Savings,32,Salaried Employee,52133,India,Verified,iPhone,TRUE,FALSE,FALSE,1.0.0,Biometric + OTP,TRUE,FALSE,0,264,0.94,TRUE,1897.82,13/12/2025 04:27,1,15,FALSE,12.960605,77.58378,Bengaluru,5,Thursday,9.72,1,1,2377,India,12.960605,77.58378,Bengaluru,India,India,,0
TXN000005679,ACC0009478,ACC0119013,2709.18,21/08/2025 20:09,P2M,UPI,Restaurant,Success,INR,DEV0008681,SES00087059,USR007277,1906,332515,Savings,34,Government Employee,48392,India,Verified,Android,TRUE,FALSE,FALSE,1.0.0,Biometric + OTP,TRUE,TRUE,0,335,0.97,TRUE,1692.27,22/10/2025 15:55,0,16,FALSE,12.961418,77.585716,Bengaluru,20,Thursday,20.18,1,1,1193,India,12.961418,77.585716,Bengaluru,India,India,,0
TXN000005768,ACC0085116,ACC0016888,2255.92,22/08/2025 22:45,P2M,Credit Card,Fuel,Success,INR,DEV0078363,SES00785176,USR065335,112,34830,Savings,71,Retired,40371,India,Verified,Android,TRUE,FALSE,FALSE,2.0.0,Password + OTP,TRUE,FALSE,0,461,0.9,TRUE,1929.49,22/11/2025 18:02,1,5,FALSE,28.533578,77.400415,Noida,22,Friday,24.92,0,0,465,India,28.533578,77.400415,Noida,India,India,,0
TXN000005863,ACC0079710,ACC0052365,257.27,20/08/2025 14:56,P2M,Credit Card,Shopping,Success,INR,DEV0073455,SES00735920,USR061215,1028,151756,Business,51,Self-employed,174408,India,Verified,iPhone,TRUE,FALSE,FALSE,1.2.0,PIN,TRUE,TRUE,0,412,0.87,TRUE,1519.8,28/12/2025 15:26,3,16,FALSE,26.831128,80.96365,Lucknow,14,Wednesday,10.46,1,1,1756,India,26.831128,80.96365,Lucknow,India,India,,0
TXN000005932,ACC0101398,ACC0020556,931.95,24/08/2025 18:19,P2P,UPI,Utilities,Success,INR,DEV0093380,SES00935100,USR077874,2500,70530,Business,25,Salaried Employee,55885,India,Verified,Android,TRUE,FALSE,FALSE,1.2.0,Password + OTP,TRUE,TRUE,0,94,0.88,TRUE,2582.47,24/08/2025 18:19,4,10,FALSE,19.061657,72.895754,Mumbai,18,Sunday,22.87,1,1,595,India,19.061657,72.895754,Mumbai,India,India,,0
TXN000006073,ACC0110969,ACC0105767,2293.38,23/08/2025 08:34,Bank Transfer,UPI,Rent,Success,INR,DEV0102212,SES01023286,USR085218,1687,117373,Current,63,Retired,16720,India,Verified,Android,TRUE,FALSE,FALSE,1.2.0,Biometric,TRUE,TRUE,1,375,0.88,TRUE,3453.9,11/09/2025 22:09,2,18,FALSE,26.844479,80.962044,Lucknow,8,Saturday,20.33,1,1,3284,India,26.844479,80.962044,Lucknow,India,India,,0
TXN000006074,ACC0043966,ACC0050867,1253.8,20/08/2025 04:38,Bank Transfer,UPI,Entertainment,Success,INR,DEV0040400,SES00404302,USR033677,821,21060,Current,59,Salaried Employee,42689,India,Verified,Android,TRUE,FALSE,FALSE,2.0.0,PIN,TRUE,TRUE,0,176,0.98,TRUE,3053,16/11/2025 06:25,2,1,FALSE,12.985054,77.597816,Bengaluru,4,Wednesday,11.67,1,1,492,India,12.985054,77.597816,Bengaluru,India,India,,0
TXN000006130,ACC0080132,ACC0119641,426.71,19/08/2025 20:53,P2P,UPI,Insurance,Success,INR,DEV0073844,SES00739803,USR061545,2731,77974,Current,24,Salaried Employee,35935,India,Verified,Android,TRUE,FALSE,FALSE,2.0.0,PIN,TRUE,FALSE,0,84,0.99,TRUE,2108.6,22/10/2025 19:50,5,19,FALSE,28.536028,77.409394,Noida,20,Tuesday,21.85,1,1,1385,India,28.536028,77.409394,Noida,India,India,,0
TXN000006196,ACC0075292,ACC0005657,2685.99,23/08/2025 09:01,P2M,UPI,Restaurant,Success,INR,DEV0069339,SES00694494,USR057796,3172,20620,Business,73,Retired,48212,India,Verified,Android,TRUE,FALSE,FALSE,1.0.0,PIN,TRUE,FALSE,0,62,0.87,TRUE,1294.84,14/12/2025 19:57,3,15,FALSE,26.863442,80.960014,Lucknow,9,Saturday,20.09,1,1,2032,India,26.863442,80.960014,Lucknow,India,India,,0
TXN000006395,ACC0091758,ACC0064872,1704.69,23/08/2025 11:15,P2M,UPI,Utilities,Success,INR,DEV0084505,SES00846592,USR070476,2808,75906,Savings,45,Business Owner,249847,India,Verified,Android,TRUE,FALSE,FALSE,1.0.0,PIN,TRUE,FALSE,0,47,0.88,TRUE,2505.69,17/09/2025 09:15,2,4,FALSE,26.831643,80.958229,Lucknow,11,Saturday,31.61,1,1,3530,India,26.831643,80.958229,Lucknow,India,India,,0
TXN000006505,ACC0010490,ACC0122169,1527.95,22/08/2025 09:30,P2P,IMPS,Groceries,Success,INR,DEV0009620,SES00096394,USR008061,1855,41314,Savings,44,Self-employed,63242,India,Verified,Android,TRUE,FALSE,FALSE,1.2.0,Biometric + OTP,TRUE,TRUE,0,60,0.94,TRUE,1380.55,02/11/2025 19:17,2,6,FALSE,28.520915,77.371174,Noida,9,Friday,14.26,1,1,590,India,28.520915,77.371174,Noida,India,India,,0
TXN000006509,ACC0007811,ACC0082174,1550,21/08/2025 00:04,P2P,UPI,Healthcare,Success,INR,DEV0007136,SES00071569,USR005999,2490,29708,Savings,57,Salaried Employee,61719,India,Verified,Android,TRUE,FALSE,FALSE,1.2.0,Password + OTP,TRUE,FALSE,0,160,0.86,TRUE,2470.13,20/10/2025 19:19,3,8,FALSE,28.549601,77.392523,Noida,0,Thursday,24.21,1,0,99,India,28.549601,77.392523,Noida,India,India,,0
TXN000006715,ACC0115107,ACC0039715,1116.83,22/08/2025 16:09,P2M,UPI,Restaurant,Success,INR,DEV0106052,SES01061456,USR088419,3135,37109,Current,56,Salaried Employee,39153,India,Verified,Android,TRUE,FALSE,FALSE,2.0.0,Biometric,FALSE,FALSE,0,178,0.93,TRUE,1815.7,22/08/2025 16:09,3,11,FALSE,18.533204,73.876447,Pune,16,Friday,27.92,1,1,1255,India,18.533204,73.876447,Pune,India,India,,0
