transaction_id,sender_account_id,receiver_account_id,transaction_amount,transaction_timestamp,transaction_type,payment_channel,merchant_category,transaction_status,currency,device_id,session_id,user_id,account_age_days,current_balance,account_type,age,occupation,monthly_income,home_country,kyc_status,device_type,registered_device_match,rooted_device,emulator_detected,app_version,authentication_method,otp_verified,biometric_verified,failed_pin_attempts,session_duration,session_trust_score,sim_binding_verified,average_transaction_amount,previous_transaction_timestamp,transactions_last_1h,transactions_last_24h,international_transaction_history,last_transaction_latitude,last_transaction_longitude,last_transaction_city,hour_of_day,day_of_week,market_volatility_index,recipient_seen_before,recipient_verified,recipient_account_age_days,recipient_country,latitude,longitude,city,country,ip_country,RecipientGNNScore,is_fraud
TXN000000860,ACC0073912,ACC0067921,2284.34,07/08/2025 14:17,P2P,UPI,Investment,Success,INR,DEV0068062,SES00682031,USR056740,601,58236,Business,57,Salaried Employee,47947,India,Verified,Android,TRUE,FALSE,FALSE,2.0.0,Password + OTP,TRUE,FALSE,0,181,0.88,TRUE,3292.56,22/09/2025 22:31,3,19,FALSE,17.403589,78.484097,Hyderabad,14,Thursday,22.17,1,1,2298,India,17.403589,78.484097,Hyderabad,India,India,,0
TXN000000926,ACC0095582,ACC0104260,1128.16,09/08/2025 02:34,P2M,UPI,Rent,Success,INR,DEV0087996,SES00881210,USR073401,688,46773,Business,55,Business Owner,26190,India,Verified,Android,TRUE,FALSE,FALSE,1.1.0,PIN,TRUE,TRUE,0,96,0.89,TRUE,1612.01,12/12/2025 11:59,3,3,FALSE,28.538048,77.394603,Noida,2,Saturday,16.98,1,1,446,India,28.538048,77.394603,Noida,India,India,,0
TXN000000987,ACC0120704,ACC0012407,4465.18,07/08/2025 05:55,P2M,UPI,Travel,Failed,INR,DEV0111178,SES01112732,USR092717,484,164677,Salary,71,Retired,27568,India,Verified,Android,TRUE,FALSE,FALSE,1.1.0,PIN,TRUE,TRUE,0,147,1,TRUE,1238.43,03/09/2025 17:21,5,13,FALSE,28.628861,77.189999,Delhi,5,Thursday,21.73,1,1,707,India,28.628861,77.189999,Delhi,India,India,,0
TXN000001073,ACC0066685,ACC0081387,1801.69,05/08/2025 08:52,P2P,UPI,Shopping,Success,INR,DEV0061381,SES00614627,USR051170,1416,6635,Current,46,Government Employee,66541,India,Verified,iPhone,TRUE,FALSE,FALSE,1.0.0,PIN,TRUE,FALSE,0,445,0.83,TRUE,1287.92,13/12/2025 11:07,1,20,FALSE,13.072257,80.269894,Chennai,8,Tuesday,21.15,1,1,1599,India,13.072257,80.269894,Chennai,India,India,,0
TXN000001098,ACC0072188,ACC0093223,5350.6,07/08/2025 05:24,P2M,UPI,Groceries,Success,INR,DEV0066467,SES00665949,USR055408,2600,22572,Savings,30,Salaried Employee,51264,India,Verified,Android,TRUE,FALSE,FALSE,1.0.0,PIN,TRUE,TRUE,2,181,0.87,TRUE,2360.43,01/11/2025 18:11,2,20,TRUE,23.028853,72.573545,Ahmedabad,5,Thursday,18.31,0,1,1000,India,23.028853,72.573545,Ahmedabad,India,India,,0
TXN000001323,ACC0047510,ACC0043424,3744.11,08/08/2025 10:19,P2M,UPI,Utilities,Success,INR,DEV0043686,SES00437113,USR036407,3180,38557,Savings,31,Government Employee,61611,India,Verified,Android,TRUE,FALSE,FALSE,1.2.0,PIN,TRUE,FALSE,0,88,0.93,TRUE,1887.42,05/11/2025 11:19,1,19,FALSE,22.584944,88.367381,Kolkata,10,Friday,20.36,1,1,436,India,22.584944,88.367381,Kolkata,India,India,,0
TXN000001378,ACC0124280,ACC0000350,15516.21,08/08/2025 16:25,P2P,UPI,Restaurant,Success,INR,DEV0114470,SES01145576,USR095484,2627,90507,Salary,34,Homemaker,14052,India,Verified,Android,TRUE,FALSE,FALSE,1.0.0,Password + OTP,TRUE,FALSE,0,177,0.98,TRUE,2777.64,16/12/2025 05:28,4,4,FALSE,22.557703,88.35295,Kolkata,16,Friday,15.56,1,1,1259,India,22.557703,88.35295,Kolkata,India,India,,0
TXN000001829,ACC0108972,ACC0125367,2665.43,08/08/2025 15:25,P2P,UPI,Healthcare,Success,INR,DEV0100346,SES01004658,USR083670,836,14471,Savings,69,Homemaker,25823,India,Verified,Android,TRUE,FALSE,FALSE,1.1.0,Password + OTP,TRUE,TRUE,1,265,0.87,TRUE,2558.3,24/08/2025 00:27,2,20,FALSE,19.093064,72.882302,Mumbai,15,Friday,14.24,1,1,1458,India,19.093064,72.882302,Mumbai,India,India,,0
TXN000002004,ACC0036531,ACC0118367,879.04,09/08/2025 07:57,P2P,Net Banking,Utilities,Success,INR,DEV0033521,SES00335545,USR027952,2454,19236,Savings,18,Salaried Employee,45911,India,Verified,Android,TRUE,FALSE,FALSE,1.0.0,Password + OTP,TRUE,TRUE,0,56,0.95,TRUE,2404.5,08/11/2025 11:40,1,16,FALSE,22.584253,88.351797,Kolkata,7,Saturday,19.49,1,0,2213,India,22.584253,88.351797,Kolkata,India,India,,0
TXN000002029,ACC0095667,ACC0087540,455.65,10/08/2025 14:33,Bank Transfer,Net Banking,Shopping,Success,INR,DEV0088074,SES00881986,USR073466,1475,118129,Salary,66,Business Owner,137883,India,Verified,iPhone,TRUE,FALSE,FALSE,1.1.0,PIN,TRUE,FALSE,0,77,0.92,TRUE,1753.88,16/11/2025 20:10,0,16,FALSE,28.62317,77.228326,Delhi,14,Sunday,18.72,1,1,2555,India,28.62317,77.228326,Delhi,India,India,,0
TXN000002082,ACC0097212,ACC0061251,8451.34,06/08/2025 02:09,P2P,UPI,Groceries,Success,INR,DEV0089506,SES00896352,USR074647,2477,64051,Salary,59,Salaried Employee,19522,India,Verified,Android,TRUE,FALSE,FALSE,1.0.0,Password + OTP,TRUE,FALSE,0,486,0.91,TRUE,2130.99,09/12/2025 01:46,3,13,FALSE,17.375536,78.500182,Hyderabad,2,Wednesday,15.76,1,1,1319,India,17.375536,78.500182,Hyderabad,India,India,,0
TXN000002130,ACC0049650,ACC0075660,4565.83,09/08/2025 08:14,P2M,UPI,Shopping,Success,INR,DEV0045646,SES00456690,USR038061,1982,13733,Current,25,Salaried Employee,35600,India,Verified,Android,TRUE,FALSE,FALSE,2.0.0,Password + OTP,TRUE,FALSE,1,44,0.97,TRUE,2483.15,10/12/2025 05:10,1,5,FALSE,23.008915,72.558343,Ahmedabad,8,Saturday,19.28,1,0,3513,India,23.008915,72.558343,Ahmedabad,India,India,,0
TXN000002258,ACC0042948,ACC0043072,7056.52,08/08/2025 17:19,Bank Transfer,IMPS,Travel,Success,INR,DEV0039455,SES00395067,USR032899,2310,104112,Salary,45,Homemaker,12696,India,Verified,iPhone,TRUE,FALSE,FALSE,2.0.0,Biometric + OTP,TRUE,FALSE,0,147,0.9,TRUE,4058.05,25/12/2025 22:45,5,11,FALSE,28.530681,77.392466,Noida,17,Friday,20.42,1,1,3215,India,28.530681,77.392466,Noida,India,India,,0
TXN000002341,ACC0062024,ACC0056908,561.15,05/08/2025 19:00,P2P,IMPS,Restaurant,Success,INR,DEV0057106,SES00571707,USR047603,1268,790834,Salary,22,Student,19029,India,Verified,Android,TRUE,FALSE,FALSE,2.0.0,Biometric + OTP,TRUE,FALSE,5,188,0.98,TRUE,1554.51,11/10/2025 18:54,2,11,FALSE,26.834654,80.94275,Lucknow,19,Tuesday,23.13,1,1,341,India,26.834654,80.94275,Lucknow,India,India,,0
TXN000002443,ACC0058421,ACC0102747,858.45,07/08/2025 13:05,Bank Transfer,RTGS,Groceries,Success,INR,DEV0053773,SES00538385,USR044824,1955,60630,Current,32,Salaried Employee,33279,India,Verified,iPhone,TRUE,FALSE,FALSE,1.2.0,Password + OTP,TRUE,TRUE,2,224,0.98,FALSE,1587.34,19/11/2025 00:38,3,14,FALSE,22.586039,88.375063,Kolkata,13,Thursday,17.17,1,1,1631,India,22.586039,88.375063,Kolkata,India,India,,0
TXN000002490,ACC0060829,ACC0077471,9234.66,10/08/2025 11:07,P2M,UPI,Groceries,Success,INR,DEV0056001,SES00560654,USR046686,1600,48513,Salary,65,Retired,25640,India,Verified,Android,TRUE,FALSE,FALSE,1.1.0,Password,TRUE,FALSE,0,267,0.9,TRUE,2683.05,13/12/2025 21:51,5,4,FALSE,26.841281,80.937991,Lucknow,11,Sunday,24.1,1,1,1701,India,26.841281,80.937991,Lucknow,India,India,,0
TXN000002496,ACC0006408,ACC0103889,2626.85,05/08/2025 01:46,Bank Transfer,IMPS,Groceries,Success,INR,DEV0005846,SES00058632,USR004924,668,21296,Salary,19,Student,14085,India,Verified,Android,TRUE,FALSE,FALSE,2.0.0,Password,TRUE,FALSE,0,125,0.96,TRUE,4606.15,30/11/2025 23:52,5,6,FALSE,18.529808,73.864025,Pune,1,Tuesday,12.5,0,1,3342,India,18.529808,73.864025,Pune,India,India,,0
TXN000002634,ACC0050406,ACC0054523,10262.39,10/08/2025 13:29,P2P,NEFT,Travel,Success,INR,DEV0046358,SES00463902,USR038651,2391,67472,Current,28,Salaried Employee,35056,India,Verified,Android,TRUE,FALSE,FALSE,1.1.0,PIN,TRUE,FALSE,0,215,0.88,TRUE,2774.68,06/11/2025 06:26,2,11,FALSE,19.065844,72.886562,Mumbai,13,Sunday,14.48,0,1,662,India,19.065844,72.886562,Mumbai,India,India,,0
TXN000002655,ACC0121211,ACC0091204,3152.2,06/08/2025 10:23,P2M,IMPS,Utilities,Success,INR,DEV0111655,SES01117425,USR093122,895,27810,Salary,47,Business Owner,175706,India,Verified,Android,TRUE,FALSE,FALSE,1.1.0,Password + OTP,TRUE,FALSE,5,234,0.95,TRUE,2653.8,06/08/2025 10:23,3,15,FALSE,23.041608,72.56945,Ahmedabad,10,Wednesday,16.89,1,1,1026,India,23.041608,72.56945,Ahmedabad,India,India,,0
TXN000002680,ACC0118776,ACC0035145,656.39,07/08/2025 12:12,P2P,UPI,Utilities,Success,INR,DEV0109428,SES01095287,USR091243,592,31517,Salary,47,Salaried Employee,52564,India,Verified,Android,TRUE,FALSE,FALSE,1.0.0,PIN,TRUE,FALSE,0,373,0.95,TRUE,2017.96,08/08/2025 16:04,4,6,FALSE,12.970205,77.61247,Bengaluru,12,Thursday,20.61,1,1,1275,India,12.970205,77.61247,Bengaluru,India,India,,0
TXN000002683,ACC0056101,ACC0127622,1526.57,06/08/2025 04:50,P2M,UPI,Restaurant,Success,INR,DEV0051618,SES00516721,USR043031,399,70540,Salary,37,Salaried Employee,124193,India,Verified,Android,TRUE,FALSE,FALSE,1.1.0,Biometric,TRUE,TRUE,0,180,0.94,TRUE,2048.55,19/12/2025 16:09,4,11,FALSE,28.622355,77.20134,Delhi,4,Wednesday,20.35,1,1,3298,India,28.622355,77.20134,Delhi,India,India,,0
TXN000002697,ACC0065166,ACC0057119,5928.93,06/08/2025 16:32,P2P,Debit Card,Healthcare,Success,INR,DEV0059993,SES00600601,USR050009,3437,38050,Business,58,Salaried Employee,97573,India,Verified,Android,TRUE,FALSE,FALSE,2.0.0,Biometric + OTP,TRUE,FALSE,2,200,0.89,TRUE,2443.32,29/12/2025 06:08,3,6,FALSE,22.565587,88.344576,Kolkata,16,Wednesday,21.18,1,1,1925,India,22.565587,88.344576,Kolkata,India,India,,0
TXN000002732,ACC0032625,ACC0128336,1885.4,07/08/2025 23:27,P2M,NEFT,Education,Success,INR,DEV0029989,SES00299957,USR024989,1152,17259,Business,43,Government Employee,53116,India,Pending,Android,TRUE,FALSE,FALSE,1.2.0,PIN,TRUE,FALSE,0,122,0.99,TRUE,2707.66,15/11/2025 00:55,5,17,FALSE,28.602398,77.20273,Delhi,23,Thursday,24.48,1,0,2347,India,28.602398,77.20273,Delhi,India,India,,0
TXN000002749,ACC0082112,ACC0069532,2103.55,10/08/2025 14:03,Bank Transfer,UPI,Restaurant,Success,INR,DEV0075669,SES00757969,USR063065,124,12603,Savings,42,Salaried Employee,60858,India,Verified,Android,TRUE,FALSE,FALSE,1.0.0,PIN,TRUE,TRUE,0,332,0.98,TRUE,1647.28,23/08/2025 16:28,2,11,FALSE,22.553509,88.35214,Kolkata,14,Sunday,26.25,1,1,271,India,22.553509,88.35214,Kolkata,India,India,,0
TXN000002821,ACC0036468,ACC0061101,3008.2,08/08/2025 22:25,P2M,UPI,Entertainment,Success,INR,DEV0033471,SES00335059,USR027907,2719,5139,Savings,51,Salaried Employee,28871,India,Verified,Android,TRUE,FALSE,FALSE,1.0.0,Biometric,TRUE,FALSE,2,94,0.89,TRUE,3022.79,08/08/2025 22:25,3,20,FALSE,17.392341,78.468078,Hyderabad,22,Friday,17.15,0,1,1086,India,17.392341,78.468078,Hyderabad,India,India,,0
TXN000002851,ACC0059552,ACC0023589,5010.34,04/08/2025 00:19,Bank Transfer,UPI,Shopping,Success,INR,DEV0054829,SES00549034,USR045703,82,161201,Savings,30,Salaried Employee,38860,India,Verified,Android,TRUE,FALSE,FALSE,1.2.0,Biometric + OTP,TRUE,FALSE,0,104,0.94,TRUE,1733.62,17/09/2025 12:03,4,7,FALSE,17.365013,78.504085,Hyderabad,0,Monday,27.77,1,1,3058,India,17.365013,78.504085,Hyderabad,India,India,,0
TXN000002893,ACC0038978,ACC0047618,883.16,05/08/2025 21:25,P2M,IMPS,Groceries,Success,INR,DEV0035780,SES00358159,USR029853,920,8112,Salary,43,Business Owner,111628,India,Verified,Android,TRUE,FALSE,FALSE,2.0.0,Password + OTP,TRUE,FALSE,0,16,0.89,TRUE,3846.13,05/08/2025 21:25,4,3,FALSE,13.073826,80.281364,Chennai,21,Tuesday,19.78,1,1,2964,India,13.073826,80.281364,Chennai,India,India,,0
TXN000003031,ACC0124152,ACC0106381,323.31,06/08/2025 12:25,Bank Transfer,UPI,Groceries,Success,INR,DEV0114348,SES01144378,USR095385,3153,113100,Savings,22,Salaried Employee,48741,India,Pending,Android,TRUE,FALSE,FALSE,1.1.0,Password,TRUE,FALSE,0,272,0.88,TRUE,2260.83,27/12/2025 05:10,1,7,FALSE,17.402251,78.479653,Hyderabad,12,Wednesday,25.27,1,1,186,India,17.402251,78.479653,Hyderabad,India,India,,0
TXN000003092,ACC0038769,ACC0034545,6694.06,04/08/2025 03:16,P2P,UPI,Utilities,Success,INR,DEV0035588,SES00356212,USR029687,2662,10667,Current,59,Business Owner,206475,India,Verified,Android,TRUE,FALSE,FALSE,1.2.0,PIN,TRUE,TRUE,0,500,0.9,TRUE,1835.09,14/10/2025 14:44,0,12,FALSE,26.85374,80.941825,Lucknow,3,Monday,16.95,1,1,1295,India,26.85374,80.941825,Lucknow,India,India,,0
TXN000003130,ACC0124209,ACC0123245,374.37,10/08/2025 15:40,P2M,IMPS,Utilities,Success,INR,DEV0114400,SES01144869,USR095427,944,11925,Salary,65,Retired,64538,India,Verified,Android,TRUE,FALSE,FALSE,1.1.0,PIN,TRUE,TRUE,0,893,0.92,TRUE,3214.91,29/12/2025 01:12,3,6,FALSE,12.973655,77.59298,Bengaluru,15,Sunday,27.08,0,1,1252,India,12.973655,77.59298,Bengaluru,India,India,,0
TXN000003212,ACC0063846,ACC0107169,597.04,10/08/2025 18:04,P2P,NEFT,Fuel,Success,INR,DEV0058782,SES00588374,USR049004,328,17711,Business,56,Business Owner,229571,India,Verified,iPhone,TRUE,FALSE,FALSE,2.0.0,Biometric,TRUE,FALSE,4,725,0.9,TRUE,3256.06,20/11/2025 06:12,0,8,FALSE,28.528519,77.402607,Noida,18,Sunday,23.05,0,0,2978,India,28.528519,77.402607,Noida,India,India,,0
TXN000003393,ACC0104841,ACC0122542,1134.08,08/08/2025 12:51,P2P,Debit Card,Utilities,Success,INR,DEV0096533,SES00966607,USR080504,2906,24632,Business,65,Retired,38801,India,Verified,Android,TRUE,FALSE,FALSE,2.0.0,PIN,TRUE,FALSE,0,91,0.94,TRUE,3262.88,23/12/2025 05:27,4,13,FALSE,17.374592,78.473814,Hyderabad,12,Friday,23.31,1,1,905,India,17.374592,78.473814,Hyderabad,India,India,,0
TXN000003415,ACC0088108,ACC0095823,785.17,04/08/2025 21:25,Bank Transfer,UPI,Entertainment,Success,INR,DEV0081105,SES00812561,USR067630,1123,15176,Savings,24,Salaried Employee,88340,India,Verified,Android,TRUE,FALSE,FALSE,2.0.0,PIN,TRUE,FALSE,0,186,0.92,TRUE,1396.79,19/08/2025 01:01,5,14,FALSE,23.038746,72.569048,Ahmedabad,21,Monday,20.22,1,1,2510,India,23.038746,72.569048,Ahmedabad,India,India,,0
TXN000003422,ACC0106979,ACC0098455,6134.86,07/08/2025 20:17,Bank Transfer,UPI,Salary,Success,INR,DEV0098490,SES00986105,USR082124,1331,41569,Current,74,Retired,24817,India,Verified,Android,TRUE,FALSE,FALSE,1.0.0,PIN,TRUE,TRUE,1,30,0.94,TRUE,2847.5,10/12/2025 06:08,2,19,FALSE,13.101859,80.265356,Chennai,20,Thursday,19.84,1,1,1213,India,13.101859,80.265356,Chennai,India,India,,0
TXN000003452,ACC0027851,ACC0031923,15654.56,05/08/2025 15:22,P2M,Debit Card,Groceries,Success,INR,DEV0025627,SES00256358,USR021336,1706,87332,Salary,33,Self-employed,30480,India,Verified,Android,TRUE,FALSE,FALSE,1.2.0,PIN,TRUE,FALSE,0,91,0.97,TRUE,2215.97,19/11/2025 01:18,1,5,FALSE,28.549633,77.371882,Noida,15,Tuesday,18.73,1,1,1626,India,28.549633,77.371882,Noida,India,India,,0
TXN000003460,ACC0114613,ACC0077430,3689.61,10/08/2025 14:17,P2M,UPI,Shopping,Success,INR,DEV0105595,SES01056898,USR088030,3233,19297,Salary,53,Business Owner,62708,India,Verified,Android,TRUE,FALSE,FALSE,1.1.0,PIN,TRUE,TRUE,0,509,0.89,TRUE,2892.58,02/12/2025 10:03,2,15,FALSE,28.622752,77.228232,Delhi,14,Sunday,20.2,1,1,2623,India,28.622752,77.228232,Delhi,India,India,,0
TXN000003568,ACC0115028,ACC0038957,4214.88,05/08/2025 21:38,P2P,Debit Card,Salary,Success,INR,DEV0105978,SES01060705,USR088356,1748,60786,Salary,19,Salaried Employee,58179,India,Verified,Android,TRUE,FALSE,FALSE,1.0.0,Password + OTP,TRUE,FALSE,0,200,0.98,TRUE,3678.94,01/12/2025 13:15,3,12,FALSE,22.554826,88.382326,Kolkata,21,Tuesday,21.46,1,1,143,India,22.554826,88.382326,Kolkata,India,India,,0
TXN000003924,ACC0087929,ACC0036387,1551.62,10/08/2025 00:40,P2P,UPI,Shopping,Success,INR,DEV0080945,SES00810971,USR067495,2088,10679,Current,35,Homemaker,22335,India,Pending,iPhone,TRUE,FALSE,FALSE,1.0.0,PIN,TRUE,TRUE,1,70,0.91,TRUE,1418.92,17/11/2025 18:27,0,2,FALSE,23.01985,72.567442,Ahmedabad,0,Sunday,19.46,1,1,2643,India,23.01985,72.567442,Ahmedabad,India,India,,0
TXN000003983,ACC0021906,ACC0006757,5332.68,04/08/2025 17:43,P2M,UPI,Fuel,Success,INR,DEV0020145,SES00201558,USR016811,903,116990,Savings,41,Salaried Employee,54842,India,Verified,Android,TRUE,FALSE,FALSE,1.1.0,PIN,TRUE,FALSE,0,228,0.91,TRUE,2202.67,04/08/2025 17:43,2,7,FALSE,12.975523,77.612389,Bengaluru,17,Monday,33.01,1,1,3568,India,12.975523,77.612389,Bengaluru,India,India,,0
TXN000004164,ACC0024177,ACC0102697,687.81,05/08/2025 16:03,P2M,UPI,Fuel,Success,INR,DEV0022251,SES00222540,USR018544,1838,39449,Business,44,Salaried Employee,25689,India,Verified,Android,TRUE,FALSE,FALSE,1.1.0,PIN,TRUE,TRUE,0,96,0.99,TRUE,4346.81,12/09/2025 10:28,3,17,FALSE,28.605067,77.189068,Delhi,16,Tuesday,12.24,1,1,2100,India,28.605067,77.189068,Delhi,India,India,,0
TXN000004296,ACC0061779,ACC0107617,1038.23,09/08/2025 11:15,P2P,UPI,Restaurant,Success,INR,DEV0056874,SES00569306,USR047410,1662,112068,Salary,47,Salaried Employee,55146,India,Pending,Android,FALSE,FALSE,TRUE,1.1.0,Password + OTP,TRUE,TRUE,1,182,0.86,TRUE,2823.21,13/12/2025 19:18,3,11,FALSE,17.391449,78.470032,Hyderabad,11,Saturday,16.23,1,1,3537,India,17.391449,78.470032,Hyderabad,India,India,,0
TXN000004370,ACC0007879,ACC0113211,2360.76,05/08/2025 10:11,P2M,UPI,Utilities,Success,INR,DEV0007211,SES00072331,USR006058,3419,22539,Salary,53,Salaried Employee,79325,India,Verified,Android,TRUE,FALSE,FALSE,2.0.0,PIN,TRUE,FALSE,2,274,0.91,TRUE,4216.6,24/12/2025 14:25,5,16,FALSE,13.082872,80.28157,Chennai,10,Tuesday,23.36,0,1,3621,India,13.082872,80.28157,Chennai,India,India,,0
TXN000004516,ACC0052667,ACC0071219,4442.06,06/08/2025 10:42,P2P,Credit Card,Shopping,Success,INR,DEV0048420,SES00484701,USR040375,2475,73334,Salary,40,Homemaker,13765,India,Verified,Android,TRUE,FALSE,FALSE,2.0.0,PIN,TRUE,FALSE,0,117,0.88,TRUE,1797.8,06/08/2025 10:42,5,1,FALSE,13.085483,80.280723,Chennai,10,Wednesday,20.56,0,1,3543,India,13.085483,80.280723,Chennai,India,India,,0
TXN000004519,ACC0102826,ACC0002852,452.49,08/08/2025 21:39,Bank Transfer,UPI,Shopping,Success,INR,DEV0094696,SES00948343,USR078967,2834,62489,Current,23,Government Employee,43001,India,Verified,Android,TRUE,FALSE,FALSE,1.0.0,PIN,TRUE,FALSE,1,820,0.95,TRUE,3105.28,11/10/2025 04:03,4,20,FALSE,12.990039,77.578174,Bengaluru,21,Friday,27.95,1,1,2334,India,12.990039,77.578174,Bengaluru,India,India,,0
TXN000004677,ACC0094318,ACC0080303,1559.37,06/08/2025 13:53,P2M,UPI,Fuel,Success,INR,DEV0086818,SES00869685,USR072413,655,15644,Business,65,Retired,47876,India,Verified,Android,TRUE,FALSE,FALSE,1.0.0,PIN,TRUE,TRUE,3,330,0.86,TRUE,3231.01,22/12/2025 18:59,4,10,FALSE,13.077892,80.288962,Chennai,13,Wednesday,13.62,1,0,2688,India,13.077892,80.288962,Chennai,India,India,,0
